airport1,airport2,airport3,min
AZO,DTW,BNA,455.25
BNA,DTW,AZO,455.25
BNA,DTW,AZO,455.25
BNA,DTW,AZO,455.25
GRR,ORD,SGF,455.25
SGF,ORD,GRR,455.25
AZO,DTW,BNA,456.0
BNA,DTW,AZO,456.0
GRR,ORD,SGF,456.0
SGF,ORD,GRR,456.0
AZO,DTW,BNA,456.75
BNA,DTW,AZO,456.75
GRR,ORD,SGF,456.75
SGF,ORD,GRR,456.75
GRR,ORD,SGF,457.5
SGF,ORD,GRR,457.5
FAT,LAX,SMF,460.5
FAT,LAX,SMF,460.5
FAT,LAX,SMF,460.5
FAT,LAX,SMF,460.5
SMF,LAX,FAT,460.5
SMF,LAX,FAT,460.5
SMF,LAX,FAT,460.5
SMF,LAX,FAT,460.5
FAT,LAX,SMF,461.25
FAT,LAX,SMF,461.25
FAT,LAX,SMF,461.25
FAT,LAX,SMF,461.25
FAT,LAX,SMF,461.25
FAT,LAX,SMF,461.25
FAT,LAX,SMF,461.25
FAT,LAX,SMF,461.25
FAT,LAX,SMF,461.25
FAT,LAX,SMF,461.25
SMF,LAX,FAT,461.25
SMF,LAX,FAT,461.25
SMF,LAX,FAT,461.25
SMF,LAX,FAT,461.25
SMF,LAX,FAT,461.25
SMF,LAX,FAT,461.25
SMF,LAX,FAT,461.25
SMF,LAX,FAT,461.25
SMF,LAX,FAT,461.25
SMF,LAX,FAT,461.25
FAT,LAX,SMF,462.0
FAT,LAX,SMF,462.0
FAT,LAX,SMF,462.0
FAT,LAX,SMF,462.0
FAT,LAX,SMF,462.0
FAT,LAX,SMF,462.0
FAT,LAX,SMF,462.0
FAT,LAX,SMF,462.0
SMF,LAX,FAT,462.0
SMF,LAX,FAT,462.0
SMF,LAX,FAT,462.0
SMF,LAX,FAT,462.0
SMF,LAX,FAT,462.0
SMF,LAX,FAT,462.0
SMF,LAX,FAT,462.0
SMF,LAX,FAT,462.0
FAT,LAX,SMF,462.75
FAT,LAX,SMF,462.75
FAT,LAX,SMF,462.75
FAT,LAX,SMF,462.75
FAT,LAX,SMF,462.75
SMF,LAX,FAT,462.75
SMF,LAX,FAT,462.75
SMF,LAX,FAT,462.75
SMF,LAX,FAT,462.75
SMF,LAX,FAT,462.75
FAT,LAX,SMF,463.5
FAT,LAX,SMF,463.5
FAT,LAX,SMF,463.5
SMF,LAX,FAT,463.5
SMF,LAX,FAT,463.5
SMF,LAX,FAT,463.5
FAT,LAX,SMF,464.25
SMF,LAX,FAT,464.25
FAT,LAX,SMF,465.0
SMF,LAX,FAT,465.0
MOT,MSP,DLH,466.5
DLH,MSP,MOT,466.5
PIT,ORD,IND,467.25
PIT,ORD,IND,467.25
BNA,ORD,IND,467.25
IND,ORD,BNA,467.25
MOT,MSP,DLH,467.25
MOT,MSP,DLH,467.25
MOT,MSP,DLH,467.25
DLH,MSP,MOT,467.25
DLH,MSP,MOT,467.25
DLH,MSP,MOT,467.25
IND,ORD,PIT,467.25
IND,ORD,PIT,467.25
PIT,ORD,IND,468.0
BNA,ORD,IND,468.0
BNA,ORD,IND,468.0
BNA,ORD,IND,468.0
IND,ORD,BNA,468.0
IND,ORD,BNA,468.0
IND,ORD,BNA,468.0
MOT,MSP,DLH,468.0
MOT,MSP,DLH,468.0
MOT,MSP,DLH,468.0
MOT,MSP,DLH,468.0
DLH,MSP,MOT,468.0
DLH,MSP,MOT,468.0
DLH,MSP,MOT,468.0
DLH,MSP,MOT,468.0
IND,ORD,PIT,468.0
PIT,ORD,IND,468.75
BNA,ORD,IND,468.75
BNA,ORD,IND,468.75
BNA,ORD,IND,468.75
IND,ORD,BNA,468.75
IND,ORD,BNA,468.75
IND,ORD,BNA,468.75
MOT,MSP,DLH,468.75
MOT,MSP,DLH,468.75
MOT,MSP,DLH,468.75
MOT,MSP,DLH,468.75
DLH,MSP,MOT,468.75
DLH,MSP,MOT,468.75
DLH,MSP,MOT,468.75
DLH,MSP,MOT,468.75
IND,ORD,PIT,468.75
BNA,ORD,IND,469.5
IND,ORD,BNA,469.5
MOT,MSP,DLH,469.5
MOT,MSP,DLH,469.5
MOT,MSP,DLH,469.5
MOT,MSP,DLH,469.5
DLH,MSP,MOT,469.5
DLH,MSP,MOT,469.5
DLH,MSP,MOT,469.5
DLH,MSP,MOT,469.5
OMA,ORD,IND,470.25
MOT,MSP,DLH,470.25
MOT,MSP,DLH,470.25
MOT,MSP,DLH,470.25
DLH,MSP,MOT,470.25
DLH,MSP,MOT,470.25
DLH,MSP,MOT,470.25
IND,ORD,OMA,470.25
BNA,ORD,IND,471.0
IND,ORD,BNA,471.0
MOT,MSP,DLH,471.0
MOT,MSP,DLH,471.0
DLH,MSP,MOT,471.0
DLH,MSP,MOT,471.0
OMA,ORD,IND,471.75
MOT,MSP,DLH,471.75
MOT,MSP,DLH,471.75
DLH,MSP,MOT,471.75
DLH,MSP,MOT,471.75
IND,ORD,OMA,471.75
OMA,ORD,IND,472.5
OMA,ORD,IND,472.5
MOT,MSP,DLH,472.5
MOT,MSP,DLH,472.5
DLH,MSP,MOT,472.5
DLH,MSP,MOT,472.5
IND,ORD,OMA,472.5
IND,ORD,OMA,472.5
CVG,ORD,MSP,473.25
CVG,ORD,MSP,473.25
CVG,ORD,MSP,473.25
CVG,ORD,MSP,473.25
MSP,ORD,CVG,473.25
MSP,ORD,CVG,473.25
MSP,ORD,CVG,473.25
MSP,ORD,CVG,473.25
MOT,MSP,DLH,473.25
MOT,MSP,DLH,473.25
DLH,MSP,MOT,473.25
DLH,MSP,MOT,473.25
CVG,ORD,MSP,474.0
CVG,ORD,MSP,474.0
MSP,ORD,CVG,474.0
MSP,ORD,CVG,474.0
MOT,MSP,DLH,474.0
MOT,MSP,DLH,474.0
DLH,MSP,MOT,474.0
DLH,MSP,MOT,474.0
CVG,ORD,MSP,474.75
CVG,ORD,MSP,474.75
CVG,ORD,MSP,474.75
CVG,ORD,MSP,474.75
MSP,ORD,CVG,474.75
MSP,ORD,CVG,474.75
MSP,ORD,CVG,474.75
MSP,ORD,CVG,474.75
MOT,MSP,DLH,474.75
MOT,MSP,DLH,474.75
DLH,MSP,MOT,474.75
DLH,MSP,MOT,474.75
CVG,ORD,MSP,475.5
MSP,ORD,CVG,475.5
MOT,MSP,DLH,475.5
DLH,MSP,MOT,475.5
CVG,ORD,MSP,476.25
MSP,ORD,CVG,476.25
LAS,LAX,SMF,481.5
LAS,LAX,SMF,481.5
SMF,LAX,LAS,481.5
SMF,LAX,LAS,481.5
LAS,LAX,SMF,482.25
SMF,LAX,LAS,482.25
LAS,LAX,SMF,483.0
SMF,LAX,LAS,483.0
RNO,SFO,PSP,483.0
PSP,SFO,RNO,483.0
TUL,IAH,SAT,488.25
SAT,IAH,TUL,488.25
SGF,ORD,IND,490.5
IND,ORD,SGF,490.5
TUL,IAH,CRP,496.5
TUL,IAH,CRP,496.5
TUL,IAH,CRP,496.5
TUL,IAH,CRP,496.5
TUL,IAH,CRP,496.5
TUL,IAH,CRP,496.5
TUL,IAH,CRP,496.5
CRP,IAH,TUL,496.5
CRP,IAH,TUL,496.5
CRP,IAH,TUL,496.5
CRP,IAH,TUL,496.5
CRP,IAH,TUL,496.5
CRP,IAH,TUL,496.5
CRP,IAH,TUL,496.5
TUL,IAH,CRP,497.25
CRP,IAH,TUL,497.25
CMH,ORD,MSP,498.0
CMH,ORD,MSP,498.0
MSP,ORD,CMH,498.0
MSP,ORD,CMH,498.0
TUL,IAH,CRP,498.0
CRP,IAH,TUL,498.0
ROC,ORD,MSN,498.75
MSN,ORD,ROC,498.75
CMH,ORD,MSP,499.5
MSP,ORD,CMH,499.5
CMH,ORD,MSP,500.25
CMH,ORD,MSP,500.25
MSP,ORD,CMH,500.25
MSP,ORD,CMH,500.25
ROC,ORD,MSN,501.0
MSN,ORD,ROC,501.0
CMH,ORD,MSP,501.75
MSP,ORD,CMH,501.75
ROC,ORD,MSN,504.0
MSN,ORD,ROC,504.0
RNO,SFO,SAN,505.5
SAN,SFO,RNO,505.5
ROC,ORD,MSN,506.25
MSN,ORD,ROC,506.25
MOT,MSP,FSD,506.25
FSD,MSP,MOT,506.25
MOT,MSP,FSD,507.0
MOT,MSP,FSD,507.0
MOT,MSP,FSD,507.0
MOT,MSP,FSD,507.0
FSD,MSP,MOT,507.0
FSD,MSP,MOT,507.0
FSD,MSP,MOT,507.0
FSD,MSP,MOT,507.0
MOT,MSP,FSD,507.75
MOT,MSP,FSD,507.75
MOT,MSP,FSD,507.75
MOT,MSP,FSD,507.75
MOT,MSP,FSD,507.75
FSD,MSP,MOT,507.75
FSD,MSP,MOT,507.75
FSD,MSP,MOT,507.75
FSD,MSP,MOT,507.75
FSD,MSP,MOT,507.75
MOT,MSP,FSD,508.5
MOT,MSP,FSD,508.5
MOT,MSP,FSD,508.5
MOT,MSP,FSD,508.5
MOT,MSP,FSD,508.5
FSD,MSP,MOT,508.5
FSD,MSP,MOT,508.5
FSD,MSP,MOT,508.5
FSD,MSP,MOT,508.5
FSD,MSP,MOT,508.5
MOT,MSP,FSD,509.25
MOT,MSP,FSD,509.25
MOT,MSP,FSD,509.25
MOT,MSP,FSD,509.25
MOT,MSP,FSD,509.25
FSD,MSP,MOT,509.25
FSD,MSP,MOT,509.25
FSD,MSP,MOT,509.25
FSD,MSP,MOT,509.25
FSD,MSP,MOT,509.25
MOT,MSP,FSD,510.0
MOT,MSP,FSD,510.0
MOT,MSP,FSD,510.0
MOT,MSP,FSD,510.0
FSD,MSP,MOT,510.0
FSD,MSP,MOT,510.0
FSD,MSP,MOT,510.0
FSD,MSP,MOT,510.0
MOT,MSP,FSD,510.75
MOT,MSP,FSD,510.75
FSD,MSP,MOT,510.75
FSD,MSP,MOT,510.75
MOT,MSP,FSD,511.5
MOT,MSP,FSD,511.5
MOT,MSP,FSD,511.5
FSD,MSP,MOT,511.5
FSD,MSP,MOT,511.5
FSD,MSP,MOT,511.5
MOT,MSP,FSD,512.25
MOT,MSP,FSD,512.25
FSD,MSP,MOT,512.25
FSD,MSP,MOT,512.25
MOT,MSP,FSD,513.0
MOT,MSP,FSD,513.0
MOT,MSP,FSD,513.0
FSD,MSP,MOT,513.0
FSD,MSP,MOT,513.0
FSD,MSP,MOT,513.0
MOT,MSP,FSD,513.75
MOT,MSP,FSD,513.75
FSD,MSP,MOT,513.75
FSD,MSP,MOT,513.75
TUL,IAH,DFW,514.5
MOT,MSP,FSD,514.5
MOT,MSP,FSD,514.5
MOT,MSP,FSD,514.5
FSD,MSP,MOT,514.5
FSD,MSP,MOT,514.5
FSD,MSP,MOT,514.5
DFW,IAH,TUL,514.5
MOT,MSP,FSD,515.25
FSD,MSP,MOT,515.25
TUS,LAX,FAT,519.75
TUS,LAX,FAT,519.75
TUS,LAX,FAT,519.75
TUS,LAX,FAT,519.75
FAT,LAX,TUS,519.75
FAT,LAX,TUS,519.75
FAT,LAX,TUS,519.75
FAT,LAX,TUS,519.75
GRR,ORD,ROC,520.5
TUS,LAX,FAT,520.5
TUS,LAX,FAT,520.5
TUS,LAX,FAT,520.5
TUS,LAX,FAT,520.5
TUS,LAX,FAT,520.5
TUS,LAX,FAT,520.5
TUS,LAX,FAT,520.5
TUS,LAX,FAT,520.5
FAT,LAX,TUS,520.5
FAT,LAX,TUS,520.5
FAT,LAX,TUS,520.5
FAT,LAX,TUS,520.5
FAT,LAX,TUS,520.5
FAT,LAX,TUS,520.5
FAT,LAX,TUS,520.5
FAT,LAX,TUS,520.5
ROC,ORD,GRR,520.5
GRR,ORD,ROC,521.25
TUS,LAX,FAT,521.25
TUS,LAX,FAT,521.25
FAT,LAX,TUS,521.25
FAT,LAX,TUS,521.25
ROC,ORD,GRR,521.25
GRR,ORD,ROC,522.0
TUS,LAX,FAT,522.0
TUS,LAX,FAT,522.0
TUS,LAX,FAT,522.0
TUS,LAX,FAT,522.0
FAT,LAX,TUS,522.0
FAT,LAX,TUS,522.0
FAT,LAX,TUS,522.0
FAT,LAX,TUS,522.0
ROC,ORD,GRR,522.0
GRR,ORD,ROC,522.75
TUS,LAX,FAT,522.75
TUS,LAX,FAT,522.75
TUS,LAX,FAT,522.75
TUS,LAX,FAT,522.75
TUS,LAX,FAT,522.75
TUS,LAX,FAT,522.75
TUS,LAX,FAT,522.75
TUS,LAX,FAT,522.75
TUS,LAX,FAT,522.75
TUS,LAX,FAT,522.75
FAT,LAX,TUS,522.75
FAT,LAX,TUS,522.75
FAT,LAX,TUS,522.75
FAT,LAX,TUS,522.75
FAT,LAX,TUS,522.75
FAT,LAX,TUS,522.75
FAT,LAX,TUS,522.75
FAT,LAX,TUS,522.75
FAT,LAX,TUS,522.75
FAT,LAX,TUS,522.75
ROC,ORD,GRR,522.75
GRR,ORD,ROC,523.5
TUS,LAX,FAT,523.5
TUS,LAX,FAT,523.5
FAT,LAX,TUS,523.5
FAT,LAX,TUS,523.5
ROC,ORD,GRR,523.5
FAR,ORD,MSN,525.0
TUS,LAX,FAT,525.0
TUS,LAX,FAT,525.0
FAT,LAX,TUS,525.0
FAT,LAX,TUS,525.0
MSN,ORD,FAR,525.0
FAR,ORD,MSN,525.75
GRR,ORD,ROC,525.75
MSN,ORD,FAR,525.75
ROC,ORD,GRR,525.75
GRR,ORD,ROC,526.5
ROC,ORD,GRR,526.5
FAR,ORD,MSN,527.25
GRR,ORD,ROC,527.25
MSN,ORD,FAR,527.25
ROC,ORD,GRR,527.25
FAR,ORD,MSN,528.0
GRR,ORD,ROC,528.0
MSN,ORD,FAR,528.0
ROC,ORD,GRR,528.0
GRR,ORD,ROC,528.75
ROC,ORD,GRR,528.75
CVG,ORD,BNA,533.25
CVG,ORD,BNA,533.25
PIT,ORD,CVG,533.25
PIT,ORD,CVG,533.25
BNA,ORD,CVG,533.25
PIT,ORD,CVG,533.25
PIT,ORD,CVG,533.25
BNA,ORD,CVG,533.25
CVG,ORD,PIT,533.25
CVG,ORD,PIT,533.25
CVG,ORD,PIT,533.25
CVG,ORD,PIT,533.25
CVG,ORD,BNA,534.0
CVG,ORD,BNA,534.0
CVG,ORD,BNA,534.0
CVG,ORD,BNA,534.0
CVG,ORD,BNA,534.0
CVG,ORD,BNA,534.0
CVG,ORD,BNA,534.0
PIT,ORD,CVG,534.0
BNA,ORD,CVG,534.0
BNA,ORD,CVG,534.0
BNA,ORD,CVG,534.0
PIT,ORD,CVG,534.0
PIT,ORD,CVG,534.0
BNA,ORD,CVG,534.0
PIT,ORD,CVG,534.0
BNA,ORD,CVG,534.0
BNA,ORD,CVG,534.0
BNA,ORD,CVG,534.0
CVG,ORD,PIT,534.0
CVG,ORD,PIT,534.0
CVG,ORD,PIT,534.0
CVG,ORD,PIT,534.0
CVG,ORD,BNA,534.75
CVG,ORD,BNA,534.75
CVG,ORD,BNA,534.75
CVG,ORD,BNA,534.75
CVG,ORD,BNA,534.75
CVG,ORD,BNA,534.75
CVG,ORD,BNA,534.75
CVG,ORD,BNA,534.75
CVG,ORD,BNA,534.75
CVG,ORD,BNA,534.75
PIT,ORD,CVG,534.75
PIT,ORD,CVG,534.75
BNA,ORD,CVG,534.75
PIT,ORD,CVG,534.75
BNA,ORD,CVG,534.75
BNA,ORD,CVG,534.75
BNA,ORD,CVG,534.75
PIT,ORD,CVG,534.75
BNA,ORD,CVG,534.75
BNA,ORD,CVG,534.75
BNA,ORD,CVG,534.75
PIT,ORD,CVG,534.75
BNA,ORD,CVG,534.75
BNA,ORD,CVG,534.75
BNA,ORD,CVG,534.75
CVG,ORD,PIT,534.75
CVG,ORD,PIT,534.75
CVG,ORD,PIT,534.75
CVG,ORD,PIT,534.75
CVG,ORD,PIT,534.75
CVG,ORD,BNA,535.5
CVG,ORD,BNA,535.5
CVG,ORD,BNA,535.5
CVG,ORD,BNA,535.5
CVG,ORD,BNA,535.5
CVG,ORD,BNA,535.5
CVG,ORD,BNA,535.5
CVG,ORD,BNA,535.5
PIT,ORD,CVG,535.5
BNA,ORD,CVG,535.5
BNA,ORD,CVG,535.5
BNA,ORD,CVG,535.5
BNA,ORD,CVG,535.5
PIT,ORD,CVG,535.5
BNA,ORD,CVG,535.5
BNA,ORD,CVG,535.5
BNA,ORD,CVG,535.5
BNA,ORD,CVG,535.5
CVG,ORD,PIT,535.5
CVG,ORD,PIT,535.5
CVG,ORD,BNA,536.25
CVG,ORD,BNA,536.25
CVG,ORD,BNA,536.25
CVG,ORD,BNA,536.25
PIT,ORD,CVG,536.25
BNA,ORD,CVG,536.25
BNA,ORD,CVG,536.25
BNA,ORD,CVG,536.25
OMA,ORD,CVG,536.25
BNA,ORD,CVG,536.25
OMA,ORD,CVG,536.25
CVG,ORD,PIT,536.25
CVG,ORD,OMA,536.25
CVG,ORD,OMA,536.25
CVG,ORD,BNA,537.0
CVG,ORD,BNA,537.0
CVG,ORD,BNA,537.0
BNA,ORD,CVG,537.0
BNA,ORD,CVG,537.0
OMA,ORD,CVG,537.0
BNA,ORD,CVG,537.0
CVG,ORD,OMA,537.0
CVG,ORD,BNA,537.75
OMA,ORD,CVG,537.75
OMA,ORD,CVG,537.75
BNA,ORD,CVG,537.75
OMA,ORD,CVG,537.75
CVG,ORD,OMA,537.75
CVG,ORD,OMA,537.75
CVG,ORD,OMA,537.75
CVG,ORD,BNA,538.5
BNA,ORD,CVG,538.5
OMA,ORD,CVG,538.5
OMA,ORD,CVG,538.5
OMA,ORD,CVG,538.5
OMA,ORD,CVG,538.5
OMA,ORD,CVG,538.5
CVG,ORD,OMA,538.5
CVG,ORD,OMA,538.5
CVG,ORD,OMA,538.5
CVG,ORD,OMA,538.5
CVG,ORD,OMA,538.5
OMA,ORD,CVG,539.25
OMA,ORD,CVG,539.25
OMA,ORD,CVG,539.25
CVG,ORD,OMA,539.25
CVG,ORD,OMA,539.25
CVG,ORD,OMA,539.25
OMA,ORD,CVG,540.0
OMA,ORD,CVG,540.0
CVG,ORD,OMA,540.0
CVG,ORD,OMA,540.0
TUS,LAX,LAS,540.75
TUS,LAX,LAS,540.75
LAS,LAX,TUS,540.75
LAS,LAX,TUS,540.75
TUS,LAX,LAS,543.0
TUS,LAX,LAS,543.0
LAS,LAX,TUS,543.0
LAS,LAX,TUS,543.0
MSN,ORD,IAD,546.0
IAD,ORD,MSN,546.0
GRR,ORD,FAR,546.75
FAR,ORD,GRR,546.75
GRR,ORD,FAR,547.5
GRR,ORD,FAR,547.5
FAR,ORD,GRR,547.5
FAR,ORD,GRR,547.5
MSN,ORD,IAD,548.25
IAD,ORD,MSN,548.25
GRR,ORD,FAR,548.25
GRR,ORD,FAR,548.25
FAR,ORD,GRR,548.25
FAR,ORD,GRR,548.25
GRR,ORD,FAR,549.0
GRR,ORD,FAR,549.0
FAR,ORD,GRR,549.0
FAR,ORD,GRR,549.0
GRR,ORD,FAR,549.75
GRR,ORD,FAR,549.75
FAR,ORD,GRR,549.75
FAR,ORD,GRR,549.75
GRR,ORD,FAR,550.5
FAR,ORD,GRR,550.5
MSN,ORD,IAD,551.25
IAD,ORD,MSN,551.25
MSN,ORD,IAD,552.75
IAD,ORD,MSN,552.75
MSN,ORD,IAD,553.5
IAD,ORD,MSN,553.5
AUS,IAH,BHM,554.25
BHM,IAH,AUS,554.25
MSN,ORD,IAD,555.0
IAD,ORD,MSN,555.0
AUS,IAH,BHM,555.0
AUS,IAH,BHM,555.0
AUS,IAH,BHM,555.0
BHM,IAH,AUS,555.0
BHM,IAH,AUS,555.0
BHM,IAH,AUS,555.0
ROC,ORD,IND,556.5
IND,ORD,ROC,556.5
SGF,ORD,CVG,556.5
SGF,ORD,CVG,556.5
CVG,ORD,SGF,556.5
CVG,ORD,SGF,556.5
SGF,ORD,CVG,557.25
CVG,ORD,SGF,557.25
PIT,ORD,CMH,558.0
PIT,ORD,CMH,558.0
BNA,ORD,CMH,558.0
CMH,ORD,BNA,558.0
SGF,ORD,CVG,558.0
CMH,ORD,PIT,558.0
CMH,ORD,PIT,558.0
CVG,ORD,SGF,558.0
CLT,ORD,MSN,558.75
PIT,ORD,CMH,558.75
BNA,ORD,CMH,558.75
BNA,ORD,CMH,558.75
BNA,ORD,CMH,558.75
MSN,ORD,CLT,558.75
CMH,ORD,BNA,558.75
CMH,ORD,BNA,558.75
CMH,ORD,BNA,558.75
CMH,ORD,PIT,558.75
PIT,ORD,CMH,559.5
BNA,ORD,CMH,559.5
BNA,ORD,CMH,559.5
BNA,ORD,CMH,559.5
CMH,ORD,BNA,559.5
CMH,ORD,BNA,559.5
CMH,ORD,BNA,559.5
CMH,ORD,PIT,559.5
BNA,ORD,CMH,560.25
PIT,ORD,CMH,560.25
PIT,ORD,CMH,560.25
BNA,ORD,CMH,560.25
CMH,ORD,BNA,560.25
CMH,ORD,BNA,560.25
CMH,ORD,PIT,560.25
CMH,ORD,PIT,560.25
SNA,SFO,LAX,561.0
SMF,LAX,SFO,561.0
SMF,LAX,SFO,561.0
SFO,LAX,SMF,561.0
SFO,LAX,SMF,561.0
CLT,ORD,MSN,561.0
LAX,SFO,SNA,561.0
OMA,ORD,CMH,561.0
PIT,ORD,CMH,561.0
BNA,ORD,CMH,561.0
BNA,ORD,CMH,561.0
BNA,ORD,CMH,561.0
MSN,ORD,CLT,561.0
CMH,ORD,BNA,561.0
CMH,ORD,BNA,561.0
CMH,ORD,BNA,561.0
CMH,ORD,PIT,561.0
CMH,ORD,OMA,561.0
SMF,LAX,SFO,561.75
SFO,LAX,SMF,561.75
ROC,ORD,IND,561.75
BNA,ORD,CMH,561.75
PIT,ORD,CMH,561.75
BNA,ORD,CMH,561.75
BNA,ORD,CMH,561.75
BNA,ORD,CMH,561.75
IND,ORD,ROC,561.75
CMH,ORD,BNA,561.75
CMH,ORD,BNA,561.75
CMH,ORD,BNA,561.75
CMH,ORD,BNA,561.75
CMH,ORD,PIT,561.75
SMF,LAX,SFO,562.5
SFO,LAX,SMF,562.5
OMA,ORD,CMH,562.5
BNA,ORD,CMH,562.5
CMH,ORD,BNA,562.5
CMH,ORD,OMA,562.5
ATL,ORD,MSN,563.25
MSN,ORD,ATL,563.25
OMA,ORD,CMH,563.25
OMA,ORD,CMH,563.25
OMA,ORD,CMH,563.25
DAY,MSP,DLH,563.25
CMH,ORD,OMA,563.25
CMH,ORD,OMA,563.25
CMH,ORD,OMA,563.25
DLH,MSP,DAY,563.25
BNA,ORD,CMH,564.0
CMH,ORD,BNA,564.0
DAY,MSP,DLH,564.0
DAY,MSP,DLH,564.0
DLH,MSP,DAY,564.0
DLH,MSP,DAY,564.0
OMA,ORD,CMH,564.75
DAY,MSP,DLH,564.75
CMH,ORD,OMA,564.75
DLH,MSP,DAY,564.75
ATL,ORD,MSN,565.5
MSN,ORD,ATL,565.5
OMA,ORD,CMH,565.5
OMA,ORD,CMH,565.5
DAY,MSP,DLH,565.5
DAY,MSP,DLH,565.5
DAY,MSP,DLH,565.5
DAY,MSP,DLH,565.5
CMH,ORD,OMA,565.5
CMH,ORD,OMA,565.5
DLH,MSP,DAY,565.5
DLH,MSP,DAY,565.5
DLH,MSP,DAY,565.5
DLH,MSP,DAY,565.5
DAY,MSP,DLH,566.25
DAY,MSP,DLH,566.25
DAY,MSP,DLH,566.25
DAY,MSP,DLH,566.25
DAY,MSP,DLH,566.25
DAY,MSP,DLH,566.25
DAY,MSP,DLH,566.25
DAY,MSP,DLH,566.25
DLH,MSP,DAY,566.25
DLH,MSP,DAY,566.25
DLH,MSP,DAY,566.25
DLH,MSP,DAY,566.25
DLH,MSP,DAY,566.25
DLH,MSP,DAY,566.25
DLH,MSP,DAY,566.25
DLH,MSP,DAY,566.25
DAY,MSP,DLH,567.0
DAY,MSP,DLH,567.0
DAY,MSP,DLH,567.0
DAY,MSP,DLH,567.0
DLH,MSP,DAY,567.0
DLH,MSP,DAY,567.0
DLH,MSP,DAY,567.0
DLH,MSP,DAY,567.0
GRR,ORD,IAD,567.75
IAD,ORD,GRR,567.75
GRR,ORD,IAD,568.5
IAD,ORD,GRR,568.5
GRR,ORD,IAD,569.25
IAD,ORD,GRR,569.25
GRR,ORD,IAD,570.0
DCA,ORD,MSN,570.0
MSN,ORD,DCA,570.0
IAD,ORD,GRR,570.0
GRR,ORD,IAD,570.75
IAD,ORD,GRR,570.75
DCA,ORD,MSN,572.25
BWI,ORD,MSN,572.25
MSN,ORD,DCA,572.25
MSN,ORD,BWI,572.25
GRR,ORD,IAD,573.0
IAD,ORD,GRR,573.0
GRR,ORD,IAD,573.75
IAD,ORD,GRR,573.75
GRR,ORD,IAD,574.5
GRR,ORD,IAD,574.5
BWI,ORD,MSN,574.5
MSN,ORD,BWI,574.5
IAD,ORD,GRR,574.5
IAD,ORD,GRR,574.5
GRR,ORD,IAD,575.25
GRR,ORD,IAD,575.25
IAD,ORD,GRR,575.25
IAD,ORD,GRR,575.25
GRR,ORD,IAD,576.0
GRR,ORD,IAD,576.0
IAD,ORD,GRR,576.0
IAD,ORD,GRR,576.0
GRR,ORD,IAD,576.75
IAD,ORD,GRR,576.75
GRR,ORD,IAD,577.5
IAD,ORD,GRR,577.5
GRR,ORD,CLT,580.5
CLT,ORD,GRR,580.5
SGF,ORD,CMH,581.25
GRR,ORD,CLT,581.25
CMH,ORD,SGF,581.25
CLT,ORD,GRR,581.25
GRR,ORD,CLT,582.0
CLT,ORD,GRR,582.0
FAR,ORD,IND,582.75
GRR,ORD,CLT,582.75
IND,ORD,FAR,582.75
CLT,ORD,GRR,582.75
RNO,SFO,PDX,583.5
RNO,SFO,PDX,583.5
FAR,ORD,IND,583.5
SGF,ORD,CMH,583.5
GRR,ORD,CLT,583.5
IND,ORD,FAR,583.5
CMH,ORD,SGF,583.5
CLT,ORD,GRR,583.5
PDX,SFO,RNO,583.5
PDX,SFO,RNO,583.5
GRR,ORD,ATL,585.0
ATL,ORD,GRR,585.0
RNO,SFO,PDX,585.75
GRR,ORD,ATL,585.75
ATL,ORD,GRR,585.75
PDX,SFO,RNO,585.75
PIT,ORD,MSP,586.5
PIT,ORD,MSP,586.5
BNA,ORD,MSP,586.5
PIT,ORD,MSP,586.5
PIT,ORD,MSP,586.5
BNA,ORD,MSP,586.5
GRR,ORD,ATL,586.5
MSP,ORD,BNA,586.5
MSP,ORD,BNA,586.5
MSP,ORD,PIT,586.5
MSP,ORD,PIT,586.5
MSP,ORD,PIT,586.5
MSP,ORD,PIT,586.5
TUL,IAH,MFE,586.5
MFE,IAH,TUL,586.5
ATL,ORD,GRR,586.5
PIT,ORD,MSP,587.25
BNA,ORD,MSP,587.25
BNA,ORD,MSP,587.25
BNA,ORD,MSP,587.25
PIT,ORD,MSP,587.25
BNA,ORD,MSP,587.25
BNA,ORD,MSP,587.25
BNA,ORD,MSP,587.25
GRR,ORD,ATL,587.25
MSP,ORD,BNA,587.25
MSP,ORD,BNA,587.25
MSP,ORD,BNA,587.25
MSP,ORD,BNA,587.25
MSP,ORD,BNA,587.25
MSP,ORD,BNA,587.25
MSP,ORD,PIT,587.25
MSP,ORD,PIT,587.25
ATL,ORD,GRR,587.25
PIT,ORD,MSP,588.0
PIT,ORD,MSP,588.0
BNA,ORD,MSP,588.0
PIT,ORD,MSP,588.0
BNA,ORD,MSP,588.0
BNA,ORD,MSP,588.0
BNA,ORD,MSP,588.0
PIT,ORD,MSP,588.0
BNA,ORD,MSP,588.0
BNA,ORD,MSP,588.0
BNA,ORD,MSP,588.0
GRR,ORD,ATL,588.0
MSP,ORD,BNA,588.0
MSP,ORD,BNA,588.0
MSP,ORD,BNA,588.0
MSP,ORD,BNA,588.0
MSP,ORD,BNA,588.0
MSP,ORD,BNA,588.0
MSP,ORD,BNA,588.0
MSP,ORD,PIT,588.0
MSP,ORD,PIT,588.0
MSP,ORD,PIT,588.0
MSP,ORD,PIT,588.0
ATL,ORD,GRR,588.0
